"Majority protein IDs"	"Protein names"	"Gene names"	"Intensity q2_tcell_notact_004"	"Intensity q2_tcell_notact_007"	"Intensity q2_tcell_notact_008"	"Intensity q2_tcell_notact_009"	"Intensity q2_tcell_notact_010"	"Intensity q2_tcell_notact_011"	"Intensity q2_tcell_notact_014"	"Intensity q3_tcell_act12h_018"	"Intensity q3_tcell_act12h_019"	"Intensity q3_tcell_act12h_020"	"Intensity q3_tcell_act24h_023"	"Intensity q3_tcell_act48h_026"	"Intensity q3_tcell_act48h_027"	"Intensity q3_tcell_act72h_028"	"Intensity q3_tcell_act72h_029"	"Intensity q3_tcell_act72h_030"	"Intensity q3_tcell_act96h_032"	"Intensity q3_tcell_act96h_034"	Reverse	"Potential contaminant"
O95861;B4DUS9;O95861-2;A6NF51;F8VVW8;F8W1J0;F8VZG4	"3(2),5-bisphosphate nucleotidase 1"	BPNT1	28.8534	29.0629	29.3118	28.7455	29.1325	28.9874	29.5623	28.9598	28.913	29.0612	28.9193	28.1657	28.3193	28.4021	28.3522	28.5147	28.77	28.6654		
Q8IV48;E5RIV7	"3-5 exoribonuclease 1"	ERI1	26.2096	26.0489	25.7588	25.9046	25.3843	25.5082	26.1733	25.6456	25.6938	25.0711	26.2263	26.5317	26.6312	27.1554	27.031	26.5752	27.6175	27.2541		
Q7Z7H8;Q7Z7H8-2	"39S ribosomal protein L10, mitochondrial"	MRPL10	24.6709	26.5681	25.1298	25.9041	25.6449	25.8424	NA	26.4471	26.8921	26.6549	27.0319	27.4028	27.057	26.9298	27.3151	27.1078	26.2521	26.7375		
Q9Y3B7;Q9Y3B7-2;Q9Y3B7-3;E9PQB6;H0YCD5	"39S ribosomal protein L11, mitochondrial"	MRPL11	28.5848	28.198	27.3077	26.5863	27.9221	27.9289	28.2491	28.1447	27.4738	28.1717	28.4494	28.214	28.3912	28.2756	27.9715	27.7641	28.0847	28.7275		
P52815	"39S ribosomal protein L12, mitochondrial"	MRPL12	24.8803	26.1819	24.6777	NA	NA	27.6067	24.191	21.3433	20.6409	23.7394	25.174	NA	24.9876	25.2475	24.9438	21.1796	NA	23.0945		
Q9BYD1;E5RJI7;H0YAX3;E5RFI2	"39S ribosomal protein L13, mitochondrial"	MRPL13	26.7914	26.8097	26.3908	26.2619	25.1275	24.9045	30.5321	27.2877	26.9733	26.6263	27.3724	27.0342	27.2407	27.5027	27.4532	27.2748	27.0474	27.514		
Q6P1L8	"39S ribosomal protein L14, mitochondrial"	MRPL14	26.8788	27.026	25.5409	26.9397	26.4852	26.6133	23.6094	26.5144	25.9909	26.1826	26.8515	26.6632	26.8283	26.8919	26.6745	26.7087	26.6427	26.5803		
Q9P015;E5RHF4;E5RIZ4	"39S ribosomal protein L15, mitochondrial"	MRPL15	25.451	26.6524	27.2589	25.72	25.3365	27.2164	25.6736	27.2188	26.2642	27.0164	27.9307	27.5328	28.1086	28.2025	27.8656	27.7975	27.0069	28.0715		
Q9NX20	"39S ribosomal protein L16, mitochondrial"	MRPL16	26.7728	26.5194	25.9478	26.904	26.2129	26.6188	25.4127	25.9615	29.088	26.3584	27.6788	26.2938	27.3104	27.4391	26.8	26.9807	26.5353	27.7154		
Q9NRX2;E9PKV2	"39S ribosomal protein L17, mitochondrial"	MRPL17	26.2506	26.1355	25.5541	22.669	23.084	24.7683	26.9618	26.1421	25.769	25.6615	26.8983	26.4164	26.6763	26.2589	26.2172	26.4314	26.271	25.7511		
Q9H0U6	"39S ribosomal protein L18, mitochondrial"	MRPL18	25.218	25.0362	23.017	24.6663	25.705	23.6484	NA	25.1292	24.4055	25.4369	24.9348	25.317	25.9612	25.263	25.5246	25.6449	25.5224	25.4414		
P49406;H7C2J0;H7BY27	"39S ribosomal protein L19, mitochondrial"	MRPL19	26.0319	26.5128	24.5569	23.2929	26.3392	24.1599	25.68	25.969	26.0765	26.5323	26.9441	27.3045	27.7204	27.3835	27.2896	27.5418	27.332	26.9268		
Q9BYD6;H0Y8N7;H0YAB5	"39S ribosomal protein L1, mitochondrial"	MRPL1	27.5941	28.9494	27.0549	28.4602	28.2287	27.911	27.7063	27.5956	27.8513	27.8884	28.2948	28.7834	28.7844	27.9942	28.3458	28.436	28.5103	28.007		
Q9BYC9;I3L2X1;B7Z746	"39S ribosomal protein L20, mitochondrial"	MRPL20	25.931	25.3167	26.6618	22.4419	24.2618	24.1792	24.6073	25.3572	25.728	25.606	26.7294	25.451	25.5778	25.765	25.1516	25.6402	26.1725	27.5437		
Q7Z2W9;Q7Z2W9-2;F5H7V8;H3BUY0	"39S ribosomal protein L21, mitochondrial"	MRPL21	24.9933	25.8685	23.6985	23.9125	25.4429	26.3855	25.7028	25.866	24.9857	25.8361	26.2156	26.1987	26.6126	26.7299	27.07	26.9084	26.6095	26.6359		
Q9NWU5;E7ESL0;J3KQY1;Q9NWU5-2;Q9NWU5-3	"39S ribosomal protein L22, mitochondrial"	MRPL22	26.6351	26.2408	26.1421	27.6041	26.2689	26.1098	26.5485	26.4244	26.4511	26.3463	26.991	26.6611	27.1907	26.8566	26.79	26.52	26.0373	25.7217		
Q16540;A6NJD9;A8MVT4;A8MYK1;H7C2P7	"39S ribosomal protein L23, mitochondrial"	MRPL23	25.5862	24.3685	26.7629	24.9078	26.2453	27.0659	25.3037	25.9848	25.5624	26.3819	26.6108	26.9113	26.489	26.559	26.5538	26.6391	26.5076	26.4301		
Q96A35	"39S ribosomal protein L24, mitochondrial"	MRPL24	25.5354	24.8257	25.3859	26.6458	25.0939	24.1546	23.2276	26.4261	26.7543	27.0844	27.1429	26.5865	27.0175	26.7045	27.1016	26.6508	27.0764	26.4851		
Q9P0M9;D6RAN8;H7C5U8;D6RE11;B3KN43	"39S ribosomal protein L27, mitochondrial"	MRPL27	22.6868	22.9517	23.9092	24.7827	23.79	23.7353	NA	24.6549	24.4123	25.2694	25.1527	25.426	25.8841	25.2787	26.2594	25.5674	25.9428	25.091		
Q4TT38;Q13084;A2IDC6;Q4TT37;A2IDC7	"39S ribosomal protein L28, mitochondrial"	MRPL28	26.3771	26.1413	25.4873	23.493	24.8546	24.993	25.5906	26.5898	25.571	25.6463	26.5906	26.1464	26.6442	26.7343	26.5932	26.6491	25.533	26.9278		
Q5T653;C9IY40;C9JZW2;C9JZG7	"39S ribosomal protein L2, mitochondrial"	MRPL2	26.1402	26.1861	25.086	25.2484	25.2299	25.3748	25.3805	25.3086	24.8406	24.4641	24.1489	25.6589	26.0987	25.9092	25.816	25.523	25.3087	26.6842		
Q8TCC3;Q8TCC3-2;B8ZZV5;Q8TCC3-3	"39S ribosomal protein L30, mitochondrial"	MRPL30	24.7648	24.8408	25.1746	NA	NA	25.0495	24.9658	23.2159	NA	23.8082	24.1847	25.3584	25.9216	24.7498	23.7328	24.8371	24.2036	24.4386		
Q9BYC8	"39S ribosomal protein L32, mitochondrial"	MRPL32	26.0553	25.9595	26.4962	24.3618	25.839	26.582	26.3911	26.3099	25.8557	25.767	26.4663	25.5454	25.6913	25.5537	25.4803	25.8815	25.0976	25.7772		
O75394	"39S ribosomal protein L33, mitochondrial"	MRPL33	NA	NA	25.732	NA	23.823	24.7653	NA	23.6224	24.1014	NA	NA	NA	NA	24.5391	24.7138	25.8367	25.1534	21.5056		
Q9BQ48;M0R226	"39S ribosomal protein L34, mitochondrial"	MRPL34	NA	23.3721	NA	21.1969	22.8881	22.4864	NA	22.7165	NA	23.1388	NA	25.4418	24.7551	24.0149	23.8878	23.8122	23.9822	24.3226		
Q9NZE8;Q9NZE8-2;D3YTC1	"39S ribosomal protein L35, mitochondrial"	MRPL35	NA	22.9647	NA	NA	NA	NA	NA	23.9889	24.1655	NA	NA	24.1533	24.0896	24.1923	23.8972	23.8225	23.8489	23.671		
Q9BZE1;A6NHR2;H0Y4J2	"39S ribosomal protein L37, mitochondrial"	MRPL37	27.6885	27.1431	26.8854	28.0455	27.5865	27.4002	27.5732	26.6458	27.3373	27.5137	27.3141	27.7262	27.9524	28.0219	27.9767	27.9055	27.8282	28.0182		
Q96DV4;B3KN96	"39S ribosomal protein L38, mitochondrial"	MRPL38	25.9315	26.6172	26.7831	24.9476	26.5674	25.8193	26.7944	26.3435	25.4942	26.1802	26.2012	26.9444	26.9985	26.6839	27.6266	27.6015	26.605	26.6199		
Q9NYK5;Q9NYK5-2;C9JG87	"39S ribosomal protein L39, mitochondrial"	MRPL39	26.7946	26.1246	26.4088	28.1592	27.4141	27.524	23.4061	26.4254	26.0839	27.1806	28.1034	28.2134	28.1292	27.5531	27.9683	27.8135	28.1832	28.0746		
P09001;H0Y9G6;E7ETU7;D6RC14;E9PF06;D6RBQ5	"39S ribosomal protein L3, mitochondrial"	MRPL3	24.4458	25.9827	26.0426	25.6749	25.094	25.4878	24.5991	25.7433	26.0933	26.2585	26.5678	26.1379	27.0655	26.0537	26.6105	26.7847	25.5672	25.2117		
F8WBK5;Q9NQ50	"39S ribosomal protein L40, mitochondrial"	MRPL40	26.9035	25.4753	25.3324	27.2279	26.1468	26.0085	26.1735	25.3546	25.8209	25.6714	25.9998	25.9535	25.9981	26.4263	26.4902	26.3459	25.0602	26.29		
Q8IXM3	"39S ribosomal protein L41, mitochondrial"	MRPL41	26.6382	27.034	26.0513	27.6581	26.5074	26.2836	25.0158	26.77	27.4563	26.8727	26.5427	27.1329	26.9441	27.3386	27.0009	27.0118	26.9167	28.0034		
J3KPP0;Q9Y6G3;A6NCI0	"39S ribosomal protein L42, mitochondrial"	MRPL42	25.5044	24.5512	24.9985	24.5952	24.6285	25.1457	24.18	24.313	NA	24.6252	24.8281	22.711	24.9167	24.6539	24.3305	24.7465	24.5606	24.8863		
Q9H9J2	"39S ribosomal protein L44, mitochondrial"	MRPL44	27.0962	26.8435	24.9352	26.4895	26.9914	26.817	23.2506	27.2013	27.2415	26.9854	27.6863	28.0483	27.8845	27.636	27.8883	27.8347	27.1379	27.5696		
Q9BRJ2;J3QSH3;J3KSS2;J3KT99	"39S ribosomal protein L45, mitochondrial"	MRPL45	26.7943	26.4853	26.6305	25.4927	24.5849	25.0913	25.4183	NA	25.7991	25.2331	25.7797	26.4653	26.6266	26.5171	27.0969	26.5036	25.7295	26.4649		
Q9H2W6;H0YN64	"39S ribosomal protein L46, mitochondrial"	MRPL46	26.8803	27.5099	27.548	27.472	27.9618	27.4451	26.9865	27.7671	27.6918	28.3256	27.7901	27.899	28.0275	27.7527	27.823	27.9312	27.4053	27.3687		
Q9HD33-2;Q9HD33	"39S ribosomal protein L47, mitochondrial"	MRPL47	26.8541	26.7609	25.1916	24.9419	25.3428	25.5187	27.0686	25.784	26.1071	26.9198	26.7924	26.7437	27.1115	26.9284	26.4696	26.7323	26.4982	26.9538		
F5H702;B4DN34;Q96GC5;F5H8D0	"39S ribosomal protein L48, mitochondrial"	MRPL48	26.1279	25.5778	23.8965	26.5272	26.0306	26.3142	27.548	25.397	24.9467	26.1373	25.7712	25.7652	25.7628	25.6794	25.7866	25.8614	25.3323	26.2812		
Q13405;H0YDP7;E9PNF1;E9PI78	"39S ribosomal protein L49, mitochondrial"	MRPL49	27.7188	27.7368	26.7643	27.2491	27.216	27.3509	25.4514	26.5388	26.4485	26.833	27.1133	27.0432	27.3321	27.5538	27.1267	26.9319	26.9677	27.2264		
Q9BYD3;K7ES61;Q9BYD3-2;K7ELQ0;K7EKI4;K7ELF1;K7EJ73	"39S ribosomal protein L4, mitochondrial"	MRPL4	26.11	27.1409	27.2384	26.368	26.6302	26.3687	26.8137	27.2672	26.6393	27.1299	27.1553	27.7659	27.647	27.6132	27.427	27.3967	27.0118	27.3619		
Q8N5N7;B7Z358	"39S ribosomal protein L50, mitochondrial"	MRPL50	26.9658	26.0779	22.7894	26.2868	26.5976	26.9764	26.6211	26.2904	24.0955	25.1311	26.3835	26.5963	26.9146	26.5025	26.0844	26.3654	23.7307	26.4353		
Q4U2R6;M0R176	"39S ribosomal protein L51, mitochondrial"	MRPL51	NA	22.0698	NA	23.2508	23.6518	23.4876	NA	23.4754	NA	24.5207	23.8543	24.0315	24.2215	22.5844	23.8501	25.3956	24.8607	NA		
Q86TS9-3;Q86TS9;G3V3U6;Q86TS9-2;G5E9P5;G3V4J1	"39S ribosomal protein L52, mitochondrial"	MRPL52	NA	NA	NA	NA	NA	23.1648	NA	NA	NA	23.5285	NA	NA	22.6313	22.9606	23.1175	24.1444	NA	NA		
Q96EL3;B9A051	"39S ribosomal protein L53, mitochondrial"	MRPL53	26.8227	25.8116	25.4759	26.1913	25.005	24.353	24.3135	26.5634	NA	25.187	27.0074	26.5906	26.7653	25.8521	25.4304	26.0961	25.7735	26.9364		
Q6P161	"39S ribosomal protein L54, mitochondrial"	MRPL54	25.0526	24.8548	25.4717	25.6362	24.379	24.9257	25.4528	25.5606	25.7219	23.8169	25.4686	25.656	25.4449	25.4565	25.3936	25.7318	25.443	25.8856		
Q7Z7F7;Q7Z7F7-2	"39S ribosomal protein L55, mitochondrial"	MRPL55	24.9718	24.1937	NA	NA	24.4522	25.4369	NA	24.2362	24.4598	24.7259	24.7333	24.5155	24.9131	24.7499	24.3821	24.5148	24.472	24.5744		
Q9BYD2;Q5SZR1	"39S ribosomal protein L9, mitochondrial"	MRPL9	27.2316	26.6824	27.1256	26.5206	26.5988	26.4575	24.975	26.5029	25.9454	26.9788	26.7599	27.18	27.126	27.4071	27.2345	27.5968	27.3217	26.795		
Q15125;C9J719;C9JJ78	3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase	EBP	25.6553	25.0768	27.055	27.0593	25.2989	24.5853	26.0066	26.095	26.0301	25.7227	24.7737	26.3937	26.3093	27.3346	27.5204	26.4723	27.2464	27.1515		
P04035-2;P04035;P04035-3;H0Y8F6;H0Y8K6	"3-hydroxy-3-methylglutaryl-coenzyme A reductase"	HMGCR	23.2911	NA	NA	NA	NA	24.3735	NA	23.646	21.0213	NA	NA	NA	NA	NA	NA	NA	NA	NA		
Q6Y1H2;H7C4K8;C9JWG1	"3-hydroxyacyl-CoA dehydratase 2"	PTPLB	27.3246	26.2737	25.8854	26.5438	25.7758	26.5866	28.2871	25.5608	26.8034	25.3308	26.559	28.0466	25.3533	27.1174	25.4021	26.8318	26.2775	28.3804		
Q9P035;H3BS72;H3BPZ1;B4DRF4;H3BRL8;H3BMZ1	"3-hydroxyacyl-CoA dehydratase 3"	PTPLAD1	27.5199	27.3604	26.613	27.4521	28.922	28.8121	28.8787	28.0366	27.6708	28.3289	27.6118	28.4104	27.4163	27.1178	27.3505	27.2131	27.96	26.8504		
Q99714;Q99714-2;Q5H928	"3-hydroxyacyl-CoA dehydrogenase type-2"	HSD17B10	32.2883	31.881	31.5927	31.6895	31.8799	31.6112	31.651	31.3726	31.2105	31.1142	31.0658	30.3226	30.8471	30.6177	30.6802	30.8277	30.759	30.3639		
Q9BUT1;Q9BUT1-3;Q9BUT1-2;D6R9U8;D6RIR6;D6R9P2;D6RFG2;D6RBF6	"3-hydroxybutyrate dehydrogenase type 2"	BDH2	26.9335	28.3023	28.2419	27.3153	27.1871	27.7627	27.4134	26.9849	27.2416	26.3399	26.5932	25.1562	25.5784	25.7801	25.2493	25.2921	25.6954	26.3147		
P31937;H7BZL2	"3-hydroxyisobutyrate dehydrogenase, mitochondrial"	HIBADH	30.4025	30.078	29.6896	30.0933	29.8796	29.7006	28.8336	28.5675	28.9841	28.9699	27.8912	27.0097	27.3989	26.8045	27.2236	27.0835	27.2894	27.4101		
Q6NVY1;Q6NVY1-2;B9A058;F8W8A6;H7C1A5;H7BYI7;H7C126;H7C400	"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial"	HIBCH	28.1813	28.194	27.3135	27.3548	26.9276	27.6623	26.4059	27.5045	28.0779	27.5806	27.1326	27.1237	27.4723	27.453	27.7017	27.2088	27.3739	27.506		
P42765;K7EME0;K7EJ68;K7EJB1	"3-ketoacyl-CoA thiolase, mitochondrial"	ACAA2	30.4331	30.9546	31.3739	30.9415	31.3459	31.4516	29.9756	30.3865	30.4637	30.287	29.5548	29.8169	29.4393	30.3788	30.1592	30.0621	31.0548	30.8017		
P09110;C9JDE9;H7C131;P09110-2;H0Y4D4;B4E072;B4DVF4;F2Z2Q6;F2Z3P7	"3-ketoacyl-CoA thiolase, peroxisomal"	ACAA1	28.0761	28.1848	26.6818	27.1511	27.6087	27.8837	27.384	27.5354	27.3572	27.0349	27.1845	26.9871	27.4322	28.3663	28.299	28.4355	28.4503	28.7545		
Q06136;K7ERC8;B4DMX0;K7EQS7	"3-ketodihydrosphingosine reductase"	KDSR	27.2288	26.4351	26.8171	26.7714	27.294	27.0569	27.159	26.5196	26.4666	26.2997	26.861	26.0783	26.4387	25.9438	26.7233	26.5997	26.4702	25.3929		
P56937-3;P56937;P56937-2;Q5T248;Q5T250;Q5T249;F2Z2C2	"3-keto-steroid reductase"	HSD17B7	24.0591	22.18	23.5822	NA	24.952	23.626	24.2066	23.0413	23.9471	NA	NA	22.8085	23.8831	NA	NA	NA	NA	NA		
P25325;J3KPV7;B1AH49	"3-mercaptopyruvate sulfurtransferase;Sulfurtransferase"	MPST	NA	NA	NA	NA	22.9517	22.488	23.3147	NA	NA	25.144	23.0284	22.3574	NA	25.0105	25.5455	24.5913	26.5918	25.4729		
O14874;Q96G95;A8MY43;H3BTL2;H3BS02;H3BNP3;H3BQP2;H3BUV3	"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial"	BCKDK	25.834	22.9587	23.3955	26.7914	23.7564	24.518	26.6705	25.4489	19.73	23.9904	24.9109	24.2845	25.1957	25.8284	26.7851	25.9898	26.1757	26.4609		
Q9NWU1;Q9NWU1-2;C9JQQ2;C9J2G3;F8VNS3	"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial"	OXSM	27.5589	27.0363	27.5049	26.8013	27.3848	27.0837	26.9004	26.0968	26.2887	26.1514	26.2447	25.427	25.4947	26.0401	25.7148	25.7727	25.5654	26.0833		
E9PER6;O15530;O15530-3;C9JWR9;O15530-4;O15530-5;Q6A1A2;H3BQ10;H3BPW1	"3-phosphoinositide-dependent protein kinase 1;Putative 3-phosphoinositide-dependent protein kinase 2"	PDPK1;PDPK2	26.0206	26.0765	25.8094	26.36	26.2478	26.3117	26.3358	26.0661	26.1715	26.2319	25.3957	25.8759	26.0049	25.7555	25.4774	25.7243	26.0091	25.0264		
"P46783;F6U211;Q9NIntenstiy q39"	"40S ribosomal protein S10"	RPS10	29.6359	29.9352	30.2189	29.929	29.7601	30.4712	29.0228	30.746	30.1664	30.4362	31.598	31.3002	31.437	30.9751	30.8866	31.0182	30.8477	31.0099		
P62280;M0QZC5;M0R1H6;M0R1H5	"40S ribosomal protein S11"	RPS11	31.2251	30.7453	31.5735	30.5712	31.7014	31.7134	31.7955	32.7203	32.1897	32.4538	33.1106	33.1098	33.0727	32.6563	32.6047	32.649	32.5414	32.5813		
P25398	"40S ribosomal protein S12"	RPS12	31.5286	32.0725	31.6273	32.1004	31.7317	32.2455	31.3917	32.3431	31.809	32.2784	32.9477	32.6263	32.535	32.4314	32.5292	32.6832	32.3499	32.1443		
P62277;J3KMX5;E9PS50	"40S ribosomal protein S13"	RPS13	30.3107	31.2646	30.8099	30.1411	30.8506	30.4894	30.9981	31.6867	31.7144	31.739	32.4021	32.0425	32.2177	31.7923	31.9469	32.0626	31.6942	31.864		
P62263;E5RH77;H0YB22	"40S ribosomal protein S14"	RPS14	31.2487	31.9799	31.9013	32.0863	31.8263	31.1864	31.684	31.9875	31.8299	31.4519	31.9122	32.3338	32.4356	32.0821	31.8299	32.3236	32.0692	31.9526		
P62244;I3L3P7;I3L246;H3BV27;H3BT37;I3L303;H3BVC7	"40S ribosomal protein S15a"	RPS15A	29.8629	30.2	30.5904	28.9469	29.2532	29.9407	30.3269	31.3011	31.2682	31.4775	31.6991	31.6237	31.6222	31.2248	31.1819	31.0736	31.381	30.8144		
P62249;M0R210;M0R3H0;M0R1M5;Q6IPX4;M0QX76	"40S ribosomal protein S16"	RPS16	30.3968	31.3228	31.2473	30.699	30.7738	31.0828	29.3594	32.5274	32.497	32.3231	32.7913	33.1803	33.1293	32.6425	32.674	32.4151	32.7476	32.6698		
P0CW22;P08708;H0YN88;H0YK46;H0YN73	"40S ribosomal protein S17-like;40S ribosomal protein S17"	RPS17L;RPS17	30.8117	31.2656	30.4868	30.1809	31.3334	31.2173	28.53	30.9041	30.8229	30.4331	31.6791	31.6659	31.4788	31.3032	31.3536	31.4809	30.8092	31.2632		
P62269;J3JS69	"40S ribosomal protein S18"	RPS18	31.0977	31.1904	31.5862	30.5324	30.4605	30.8956	32.0179	32.2447	31.8684	32.1311	32.7144	33.1833	32.8908	32.3946	32.7338	32.5747	32.4342	32.4323		
P39019;M0R2L9;M0QXK4;M0QYF7;M0R140	"40S ribosomal protein S19"	RPS19	30.9801	30.9858	31.3203	30.4763	30.933	30.9374	31.7305	32.3618	31.9685	32.0052	32.6463	32.7624	32.5563	32.4891	32.0213	32.3211	32.21	32.6158		
P15880;H0YEN5;E9PMM9;E9PQD7;E9PPT0;I3L404;E9PM36;H3BNG3;H0YE27	"40S ribosomal protein S2"	RPS2	30.608	31.7012	31.6022	31.0769	31.4072	31.3291	32.0617	32.3237	32.4513	32.6073	33.0849	33.2145	33.1465	32.8675	32.851	32.9531	32.7777	32.5419		
P60866;P60866-2;G3XAN0;E5RJX2;E5RIP1	"40S ribosomal protein S20"	RPS20	29.8497	30.2931	29.7992	29.8758	30.7661	31.4489	31.0753	31.4454	30.3669	30.7363	31.3216	31.7747	31.2327	30.9477	31.8652	31.0095	31.1556	31.1501		
Q8WVC2;P63220;Q9BYK1;Q9BYK2	"40S ribosomal protein S21"	RPS21	30.2778	30.4024	31.0205	30.889	30.5344	30.8108	30.6968	30.9199	30.3386	30.673	31.4631	30.8997	30.9426	30.9958	30.8173	30.808	30.5363	30.6342		
P62266;D6RD47;D6RIX0;D6R9I7;D6RDJ2	"40S ribosomal protein S23"	RPS23	29.9463	29.4474	30.5565	29.164	29.259	29.7687	30.9048	31.2713	30.9345	30.4049	31.338	31.0871	31.1032	30.6161	30.7422	31.0482	31.3376	30.914		
P62847-2;E7ETK0;P62847-3;P62847;P62847-4	"40S ribosomal protein S24"	RPS24	29.1336	29.5898	29.6596	28.7478	29.6647	30.3678	29.7719	30.4255	29.5837	30.4242	30.8876	30.704	31.0534	30.5315	30.1694	30.6528	30.2626	30.3783		
P62851;E9PQK3;E9PK60	"40S ribosomal protein S25"	RPS25	31.6318	31.9714	31.0095	31.1631	30.6397	30.5821	30.8785	32.1417	31.9325	32.1073	32.6678	32.8176	32.6485	32.1025	31.895	32.1596	32.1484	31.953		
P62854	"40S ribosomal protein S26"	RPS26	29.6333	30.0103	30.3774	29.8249	29.7356	30.3419	30.9999	31.2724	30.6227	30.8797	31.2497	31.6568	31.7351	31.3907	31.0594	31.3538	31.0289	30.953		
P42677;Q5T4L4	"40S ribosomal protein S27"	RPS27	28.6222	28.459	27.6159	27.6891	27.5143	28.3572	28.8193	30.2544	29.9739	29.752	30.0129	30.7436	29.8576	29.4836	29.0845	29.0611	29.7607	29.3339		
Q71UM5;H0YMV8;C9JLI6;C9J1C5	"40S ribosomal protein S27-like;40S ribosomal protein S27"	RPS27L	29.7411	30.5261	30.2012	28.9746	30.1905	29.6451	30.1041	30.9513	30.312	30.4655	30.8858	31.0029	30.777	30.7702	30.6835	30.6539	30.5626	30.727		
P62857	"40S ribosomal protein S28"	RPS28	28.5822	29.6316	30.1024	28.3264	28.6888	29.8031	28.4571	30.8871	29.023	30.2385	30.9646	31.2884	31.4293	31.1485	30.6987	31.1713	30.8621	30.947		
P62273;P62273-2	"40S ribosomal protein S29"	RPS29	29.8455	27.973	29.0382	27.5523	28.3788	29.0305	29.7869	29.1263	29.8559	29.0042	29.5925	26.8972	29.3713	29.6553	29.0437	29.3117	28.7709	29.6999		
P23396;J3KN86;E9PL09;E9PPU1;E9PL45;H0YEU2;F2Z2S8;H0YCJ7;H0YF32;E9PSF4;E9PQ96;E9PJH4;E9PQX2;H0YES8	"40S ribosomal protein S3"	RPS3	32.3574	32.8744	32.6038	32.2102	32.1895	32.4765	32.3204	32.8049	32.5376	32.7205	33.3842	33.3476	33.41	32.8534	33.2132	33.0382	32.943	32.8952		
P62861	"40S ribosomal protein S30"	FAU	29.5778	30.2179	29.6254	29.3454	29.1859	29.3527	28.7497	30.6366	30.1393	30.5433	30.867	30.5317	30.6954	30.4913	30.0026	30.3087	29.9031	30.455		
P61247;D6RAT0;D6RG13;F5H4F9;E9PFI5;H0Y8L7;D6RB09;H0Y9Y4;D6RAS7;D6RED7;D6RI02;D6RGE0	"40S ribosomal protein S3a"	RPS3A	31.7937	32.069	32.3757	31.8857	31.997	32.1259	32.3748	33.1062	32.8625	33.1771	33.7964	33.5482	33.6026	33.2332	33.12	33.488	33.4373	33.008		
P62701;A6NH36;C9JQ55	"40S ribosomal protein S4, X isoform"	RPS4X	31.0136	31.6548	31.8219	31.4705	31.3793	31.8879	31.9026	32.4659	32.721	32.6527	33.0237	33.1362	33.387	32.9789	32.8353	33.0156	32.8278	32.8347		
P22090;C9JEH7	"40S ribosomal protein S4, Y isoform 1"	RPS4Y1	27.9037	27.8263	25.6998	27.5891	28.1946	28.2896	NA	28.9829	27.9457	28.2536	29.4408	29.0495	29.0218	28.4691	28.661	28.5188	27.915	28.1515		
M0R0F0;P46782;M0R0R2;M0QZN2	"40S ribosomal protein S5;40S ribosomal protein S5, N-terminally processed"	RPS5	30.6653	30.8387	31.0625	31.384	31.0818	30.8573	31.7189	31.8032	32.0373	31.9171	32.6763	32.4297	32.505	32.2623	32.2993	32.4273	32.2605	32.3648		
P62753;A2A3R7	"40S ribosomal protein S6"	RPS6	31.3408	32.0113	31.6388	31.0382	31.2292	31.0029	31.9416	31.9701	31.4042	31.9322	32.1437	32.2074	32.1477	31.9142	31.8766	31.8582	31.7221	31.9787		
P62081;B5MCP9	"40S ribosomal protein S7"	RPS7	30.2357	31.2028	29.8952	30.3135	30.9019	30.9726	31.834	32.2032	31.9375	32.2988	32.8077	33.1794	33.2678	32.4647	32.3959	32.3717	32.8014	32.359		
P62241;Q5JR95	"40S ribosomal protein S8"	RPS8	31.6221	32.577	32.6797	31.2451	31.9323	32.3443	31.1696	32.6399	32.5667	32.8913	33.3172	33.3956	33.3654	32.9538	32.7959	33.2035	32.9499	32.7483		
P46781;B5MCT8;C9JM19;A8MXK4	"40S ribosomal protein S9"	RPS9	31.157	31.5064	31.3909	30.2245	31.3334	31.0714	30.6915	32.609	32.1537	32.2252	33.2226	33.3258	33.2072	32.8672	32.6948	32.7081	32.8008	32.5469		
C9J9K3;P08865;A6NE09;C9JQR9	"40S ribosomal protein SA"	RPSA;RPSAP58	32.5239	32.9967	32.4208	31.4651	32.4467	32.55	32.0055	32.3299	32.2621	32.5365	32.8495	33.0459	33.1345	33.2746	33.2665	33.3134	32.7635	33.1374		
Q9BRK5;Q9BRK5-4;Q9BRK5-3;G3V1E2;Q9BRK5-2;Q9BRK5-5	"45 kDa calcium-binding protein"	SDF4	24.6311	22.7675	23.5093	NA	NA	22.4447	NA	24.5329	NA	NA	24.9612	25.2754	22.7562	24.3463	23.2936	23.8376	25.2774	23.1158		
P80404;H3BRN4;H3BNQ7;H3BMJ9;H3BPW8;H3BRJ1;H3BRT1	"4-aminobutyrate aminotransferase, mitochondrial"	ABAT	23.9393	24.3568	24.6504	25.4137	24.0236	24.0563	24.6891	NA	NA	23.1608	21.6267	23.9523	23.6302	23.1362	23.7413	24.0064	23.3637	22.283		
